Height;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
1969;386039000;369251000;361966900;353029900;356429100;357181800;356271400;378766700;375583600;357288000;357431500;372737400;348598800;361789500;369359600;369327600;365462300;395459800;373578500;415655300;418917500;373417400;367771400;359096000;368345800;370794100;365685200;376622700;387358000;364700700;358637400;351497300;369354500;373871000;367735500;410431400;352995600;355828000;354410400;355956100;376080900;368732100;363286600;366877500;371482200;355530900;354620200;372251400;370875200;366487300
1967;564226100;544950500;557965600;567755100;564859400;566227800;557407200;564400600;561865700;556136500;588084600;565432300;547193800;543140300;543863100;569103700;566983000;548587200;545447500;547462400;579424800;555017300;550770200;553380300;562047600;572485800;552892700;568549100;545907900;569607100;556889700;564717100;567922100;574231900;567531500;550183100;554705900;563953400;563166600;542854300;545413700;551898800;575814000;573761900;545196500;542716400;562127900;567528800;548869000;553364500
1965;567236700;565870700;559852400;563699200;562641800;553093500;557916800;542013200;564328800;568445200;582416700;641108700;551578300;561270300;557928500;550495800;538741200;542575200;574236100;587322100;562892500;541360100;553914000;567300500;550648100;550048000;560531600;565884900;566792500;560527100;564065200;563315600;565682600;551749700;547947300;567528600;561536300;541256900;542372700;544071400;570390900;556627500;549813300;558714900;554473100;566775700;554378400;546811600;543843800;574471500
1963;577290800;582988400;581207100;571661800;566094000;545336500;565303400;564203600;567817900;654881300;562627900;557157000;555226600;551500600;538334400;536793600;563765700;554943000;550048900;540598800;544652900;561417200;565694500;543285500;540753100;568971400;556772700;550954500;557115600;555164500;564834600;559459500;536407100;561825600;559071200;535458800;537047400;534843000;562391000;555614200;546737100;539622100;558199600;563252800;556265800;568651800;556460400;554771100;559947300;556762000
1961;322923600;305311000;352354600;295240700;304606100;305911900;299239800;298696900;320131500;303785200;307267800;298949100;307263900;304358000;301998800;296842700;289694100;288355400;302399500;305111000;307959400;303600400;295373500;290454700;294562900;309482600;294066500;307167400;308847100;299549500;295288700;306133000;301045700;290081700;290840400;299293600;304324300;304170300;302405600;294604800;294916500;312421200;287823100;290996900;305024800;316702100;299758000;296426400;304492700;302635200
1959;581492200;567333500;562841900;542116200;556596300;559920400;554589700;557034900;539965000;556299900;561912100;546067800;532801400;538888200;558227300;564327500;540659100;543521300;545781800;572083200;555578500;588822700;561186700;560942400;577702000;550872500;560337100;557027400;546635300;541079700;538816800;562278700;559751500;553801800;540221900;538142000;561988600;560069800;541194700;536138800;551462100;580585200;552511100;535736800;553914200;565138000;558430900;555444300;563258200;557729800
1957;415689000;396638300;387014900;378638700;399649000;397547600;408956200;400004700;378034500;378029100;378010600;390647800;396475100;393646000;389516200;377876300;378470600;381501300;396829900;400836500;391081000;388965600;389431000;398277700;385113600;396536500;389529700;399091000;395583500;391292300;387464300;446667900;392685800;382907400;384033300;396130100;393904900;417897700;380053700;381655800;394994800;377886100;398788000;394363900;386332100;385068200;379153400;377176000;384827500;393918800
1955;583589400;542302900;541559900;549139700;560883400;565509600;583241900;556910100;559181600;558010400;553839100;570976700;555307600;602491400;633116900;540770300;563014200;564715900;546645500;541736600;546452200;569754500;559414500;563027900;539485700;557541300;579090600;541663800;539843900;538908400;565715400;561953900;560818100;555549300;560211300;562818200;544564500;550759500;566110100;560700200;554342800;540396700;545130000;575523100;554824000;538093200;538008600;554665500;563188900;545358000
1953;495001900;469664800;487266500;491318400;490552300;498843000;556378100;487039500;491732100;478365000;486212000;490219700;484219500;528715800;552010300;472864800;497121800;492428400;483281800;470668000;470958800;479801900;512672700;485349400;475261600;472636400;470538600;491505000;491301600;475855400;470500900;481463900;493023400;492188700;479282800;487319600;492605200;486184000;501205200;499090300;472694000;492616800;491093300;484458200;471307400;473519000;474669000;496411800;494597400;480669500
1951;406959900;388125300;396521500;407603300;414574300;412727000;396671400;393229300;396014500;432849100;418589500;410528400;414296700;406606200;397781300;406686200;406205400;401673200;394325600;408172300;404247700;441352200;421796300;390378200;390400800;390462600;412024500;414283500;411247900;393690700;390050500;390004200;397360300;413588100;408330700;397008100;397557800;394168900;395351300;430659400;411762400;399459800;390878000;396063700;392410700;403137700;412101700;399889700;403116400;407950600
1949;531299400;607272600;503850300;523769900;522266700;528281100;501336300;482165400;483906700;483191800;511186400;503618000;495016400;482921300;483284400;499650700;510210900;491070600;490630600;508520800;524244200;549074600;534992600;531020100;502672500;499006600;503666100;493465700;504765200;507315800;514975900;533730700;494426800;484538100;506444000;505322700;498232700;490432900;501514200;498447900;507667400;487997000;490358800;482316000;490999100;530299700;501639500;480936500;488787600;488065300
1947;567169300;538783000;546007300;545930000;551612100;566473800;530755500;539167900;547738300;534710800;525256400;526639300;525107400;551951100;542218500;526013800;525673900;532988300;550093700;537189900;544029400;548115100;538744900;542039100;548472800;547522300;539133200;545099500;544248600;533292600;550896400;549475800;553598900;545375600;526970900;546128000;545692200;546963700;539519600;522229400;547289600;539516300;529674100;524424700;529395200;550715200;552319400;549830500;534087900;538266200
1945;373522600;347663400;344991400;360413800;389546900;349029200;361175600;348574400;359550900;344803300;333775700;348187700;349277800;349844100;347324600;337086100;335378900;334228200;334844700;340020100;358679800;434027000;424529300;364645900;342111500;346745700;347158000;357438900;357059800;387244200;339502200;345263400;343298300;342021400;359086100;358508300;353763600;359263200;394205100;358924600;346832500;354481100;353265200;355921700;339157500;357348100;354246100;347229000;349391300;396912200
1943;579392500;534886100;552337000;555825600;555673400;531769400;524484300;553402100;562490800;553734600;529322200;535694600;548703100;543777400;528725800;538499800;549837400;552451200;544397400;552437300;567230600;575948400;545953600;525583800;552742900;545365500;528165900;528211200;527110100;542113800;549319200;569917600;526995800;526362800;543437600;551813700;536559900;542327600;548767100;548778300;549321400;545361200;562117200;554157200;548029300;535232700;554454300;549372300;551124700;551410300
1941;551381500;540861800;552417500;561153800;545157800;526239600;546587800;564418300;534681700;539084000;532218000;549405300;552245700;533367500;539777900;542115400;556483500;543568400;550259800;552875500;558988500;571644400;533139500;552637800;556866100;560237200;546579900;530564400;544853000;560880500;552333600;532842900;529550700;538847600;551985500;533706000;547387900;550044900;546744900;553888600;547248700;557509600;572769400;569945000;540664500;548479300;549123000;549497600;583192900;550983300
1939;569259300;561377200;564283600;551627300;558403400;554877000;582331900;547634600;543867500;545130200;561317500;557897300;539060800;557458600;554462800;569530800;552290900;563754900;564158100;572774400;556661300;548785300;566553400;561602000;551754900;541154900;542386900;566950100;551868500;553168900;542214300;557442600;564288000;544956000;541393800;546766000;562786700;575916300;556046200;560038400;562867100;564809900;552146400;544583000;565401500;560424200;540022100;541186900;537170200;567071900
1937;552696500;529207800;517548400;531477200;563216300;527061800;525770400;520974500;530338600;534249500;537277100;541507400;556392700;558183400;547969200;548848100;539942300;539568100;560567300;535097400;518523600;549316800;538542200;533677500;521091600;516840600;527044000;544148000;527000400;526399800;519302000;534036800;539101900;523734600;527559800;522361600;540582500;553691100;536957700;535941300;539956200;548827000;533183600;519900600;538876200;540265300;533566600;521653000;521272000;531635800
1935;560829300;538561900;525233600;530625500;560201900;547861700;525730500;533929600;529621400;551725100;545692800;543449300;563973700;548295000;546352100;534396100;551706500;547969300;566891400;554217500;533813800;549442600;554056000;503314200;508720500;504139900;500526100;513537700;499222700;514575300;501224400;504149400;504091200;499451600;498279700;513453500;506587500;519399800;501892900;506007100;499556200;515324700;511885700;505308400;499774700;509874100;502338300;516049500;503105200;503419000
1933;537750600;505699800;508235500;519783300;528679200;506677900;512450000;507247700;516238800;508949800;527512700;503598700;509563100;515178200;520306300;524773400;521652100;512435600;510932600;510495700;517949300;524687800;520173200;507130500;508454600;506869200;515173700;510383400;509553700;503882400;512908000;506917400;524172500;512204500;507483000;505928700;517070600;541221500;531258800;518881600;513775700;505948500;511946200;511734200;568377100;543619800;525170200;550682400;547328100;555441400
1931;520430300;502523900;514986600;529233300;516206500;532754500;499574800;500638000;513039800;500130000;504018500;511169400;505325600;499965900;504823100;502561700;506580400;509415500;517405300;501082400;504062100;519707400;503739200;496956000;499410700;498716500;501849900;503390200;511907000;505473100;501968500;498502000;502358300;497367900;506513000;502050400;498340900;502171900;517831200;507850400;517837100;526608500;503656100;502302700;502931800;506174000;515773200;521791700;507361800;499649200
1929;523137200;508461100;520315900;514561300;525461300;507048900;512577000;506088900;518362600;510295800;509352900;509906600;505403000;505853100;517028200;508784300;512445000;510469300;513168200;511790700;518494800;534360200;511643900;509891600;513160900;534184800;537716600;519144100;506127000;508607800;508523000;513710400;510131800;513535700;506654800;512174900;507897900;523166900;524374200;509611700;507592700;518538300;511930900;518498800;511740600;509614600;506064500;526356100;517348100;514282100
1927;528379700;506418200;500699300;508161600;523624300;519259500;505654500;502224100;504366700;502012700;511102000;507363800;503891900;502603100;507227400;503018300;514216000;508690600;502647900;502940200;510386600;518348400;512676100;510424000;505734800;502178100;507921200;504232400;528940900;530251000;504845200;501549700;509751300;501337100;532892500;505189100;505731800;505504600;523934600;502111400;517472200;505119200;508827900;504253900;502498900;503504300;514697200;507024600;508046400;502689900
1925;518522100;498665600;514515800;513047800;510519100;519741600;505794400;508697400;500682600;508094800;505046400;506795800;503266200;512906400;504060200;503720100;500434800;507678500;498942600;513527400;508942900;522700300;499613700;503881300;501306200;524316600;533673600;524409100;501602900;506455900;506511700;507139300;539948600;539816600;501695500;510157900;497211700;516830700;522686300;538368500;528233600;506345700;503457800;508398900;504428000;500128200;502575400;501905800;503633000;505382000
